GEOID,COUNTY,POP_TOT,MALE_POP,FEMALE_POP,GDP,DEGREE_TOT,BACHELOR,MASTER,PROFFE,DOCTOR,TOT_NO_INS,MALE_INS,FEMALE_INS,BOTH_INS,TOT_POV,MALE_POV,FEMALE_POV,TOT_COMM,OTHER_COMM
37033,"Caswell County, North Carolina",23094,11640,11454,21692,16896,1568,457,141,63,22234,1413,1448,2861,4888,2234,2654,8948,48
37059,"Davie County, North Carolina",41568,20263,21305,29234,29431,4498,1726,471,242,41188,3071,2296,5367,5735,2785,2950,18349,316
37057,"Davidson County, North Carolina",164058,80049,84009,24231,114042,15053,4507,759,429,162188,10580,9452,20032,26221,11446,14775,69950,456
37061,"Duplin County, North Carolina",59121,28969,30152,18529,39458,2844,953,148,104,58551,6633,5642,12275,16106,7313,8793,24059,264
37063,"Durham County, North Carolina",294618,140813,153805,33151,198989,50313,26268,7671,9130,289003,21741,18481,40222,48907,22191,26716,146585,1069
37091,"Hertford County, North Carolina",24285,11991,12294,18383,16827,1658,605,134,119,22165,1423,1481,2904,5217,2135,3082,8725,86
37105,"Lee County, North Carolina",59540,29003,30537,23613,39503,5692,2073,233,227,58347,4978,4441,9419,10673,4462,6211,25486,99
37129,"New Hanover County, North Carolina",216430,104029,112401,31708,146747,36940,12865,3352,2498,213925,14549,11882,26431,37167,16154,21013,104263,1058
37141,"Pender County, North Carolina",56358,28042,28316,25997,39475,5942,2289,533,357,54928,4368,3997,8365,10304,4441,5863,23313,132
37191,"Wayne County, North Carolina",124447,61002,63445,23163,81949,10571,3544,616,564,120095,8901,8620,17521,26475,11601,14874,51725,338
37165,"Scotland County, North Carolina",35711,17684,18027,17103,23654,2193,906,203,172,33796,2376,2181,4557,10480,4384,6096,11106,36
37189,"Watauga County, North Carolina",52745,26315,26430,24545,29439,6690,2942,540,1284,52442,2762,2710,5472,14797,7663,7134,22859,108
37083,"Halifax County, North Carolina",52849,25436,27413,20406,36756,3333,1261,179,151,51454,3741,2788,6529,13782,6341,7441,19092,139
37001,"Alamance County, North Carolina",156372,74352,82020,25157,105035,15755,5251,1205,973,155264,10606,11418,22024,28123,12060,16063,71314,607
37177,"Tyrrell County, North Carolina",4128,2325,1803,17736,3118,134,104,10,9,3582,312,290,602,905,382,523,1391,0
38089,"Stark County, North Dakota",29837,15538,14299,37978,19510,3456,899,173,290,29408,1526,1331,2857,1961,815,1146,16485,97
38103,"Wells County, North Dakota",4179,2083,2096,33580,3137,542,98,10,17,4099,130,117,247,214,92,122,2004,18
38013,"Burke County, North Dakota",2239,1208,1031,35674,1519,228,84,2,3,2235,135,107,242,265,101,164,1101,5
38061,"Mountrail County, North Dakota",9675,5241,4434,40113,6137,1134,228,51,38,9580,1053,799,1852,1122,538,584,4709,39
38105,"Williams County, North Dakota",31643,17360,14283,44474,20494,3409,793,247,164,31262,1443,1526,2969,3033,1670,1363,16686,78
38007,"Billings County, North Dakota",936,533,403,44683,687,130,20,6,15,936,42,39,81,103,46,57,510,4
38043,"Kidder County, North Dakota",2419,1284,1135,34455,1782,289,54,5,3,2417,146,54,200,170,79,91,1337,16
38019,"Cavalier County, North Dakota",3867,1957,1910,43144,2822,431,67,8,21,3772,103,58,161,198,62,136,1907,10
38037,"Grant County, North Dakota",2369,1176,1193,33537,1816,248,54,21,5,2325,98,89,187,315,140,175,1167,15
38049,"McHenry County, North Dakota",5912,3079,2833,36874,4101,701,123,16,11,5825,246,167,413,583,257,326,2928,21
38091,"Steele County, North Dakota",1969,1028,941,40479,1451,291,42,0,3,1969,49,48,97,119,59,60,992,3
38005,"Benson County, North Dakota",6802,3492,3310,21658,3861,423,126,10,20,6789,707,454,1161,2270,1106,1164,2384,21
38045,"LaMoure County, North Dakota",4111,2112,1999,36653,2952,518,121,15,11,4042,174,74,248,384,158,226,1995,9
38059,"Morton County, North Dakota",29633,15295,14338,37335,20665,3868,932,267,161,29084,864,759,1623,2521,1432,1089,16717,31
38025,"Dunn County, North Dakota",4284,2266,2018,42438,2957,463,104,33,5,4230,431,354,785,490,229,261,2025,25
38051,"McIntosh County, North Dakota",2737,1367,1370,31133,2123,299,59,30,0,2630,52,43,95,253,86,167,1367,0
38063,"Nelson County, North Dakota",3032,1525,1507,33599,2312,378,63,5,3,2950,101,98,199,253,103,150,1506,71
38079,"Rolette County, North Dakota",14607,7215,7392,18075,8240,1474,296,42,41,14484,2410,1815,4225,4523,2042,2481,5156,17
38099,"Walsh County, North Dakota",10995,5638,5357,30693,7686,946,228,74,37,10804,478,333,811,1134,496,638,5468,9
38009,"Bottineau County, North Dakota",6650,3488,3162,35698,4653,764,162,32,32,6482,219,228,447,569,237,332,3281,17
38003,"Barnes County, North Dakota",11033,5427,5606,32517,7712,1390,289,50,97,10838,512,221,733,1025,451,574,5703,35
38035,"Grand Forks County, North Dakota",69793,36093,33700,30465,40330,8827,2996,725,799,67702,2862,2297,5159,11507,5385,6122,38663,244
38053,"McKenzie County, North Dakota",10718,5610,5108,38324,6485,1185,307,66,36,10642,991,926,1917,1361,654,707,5197,60
38055,"McLean County, North Dakota",9576,4917,4659,36953,6972,998,233,31,12,9403,383,362,745,923,395,528,4536,23
38069,"Pierce County, North Dakota",4373,2216,2157,26619,3169,319,95,30,0,4188,278,129,407,766,305,461,2045,2
38075,"Renville County, North Dakota",2573,1282,1291,30888,1722,231,53,7,5,2496,62,62,124,169,66,103,1280,0
38011,"Bowman County, North Dakota",3238,1571,1667,36318,2215,361,109,13,3,3176,113,115,228,242,88,154,1669,12
38015,"Burleigh County, North Dakota",90560,45126,45434,36483,60830,14754,4023,1230,813,88605,3243,2828,6071,6745,2983,3762,49723,137
38047,"Logan County, North Dakota",1939,986,953,31952,1456,176,21,0,4,1863,50,33,83,130,54,76,980,5
38065,"Oliver County, North Dakota",1768,931,837,38604,1282,176,24,19,4,1768,120,83,203,72,27,45,886,13
38093,"Stutsman County, North Dakota",21108,10801,10307,31182,14564,2869,494,151,59,20195,958,684,1642,2108,914,1194,10776,123
38071,"Ramsey County, North Dakota",11578,5891,5687,33884,7948,1305,246,124,64,11069,566,513,1079,1217,587,630,6218,100
38031,"Foster County, North Dakota",3345,1663,1682,32665,2390,404,98,3,12,3275,140,104,244,306,115,191,1731,12
38039,"Griggs County, North Dakota",2311,1165,1146,33416,1732,315,27,0,9,2214,71,81,152,161,75,86,1197,0
38083,"Sheridan County, North Dakota",1395,707,688,34172,1088,124,38,6,0,1395,54,42,96,235,79,156,613,0
38087,"Slope County, North Dakota",665,361,304,35118,508,132,14,3,0,665,33,18,51,67,35,32,320,3
39159,"Union County, Ohio",53955,25813,28142,33066,35863,7181,2353,544,355,50780,1825,1405,3230,3965,1777,2188,25432,44
39131,"Pike County, Ohio",28298,14069,14229,21983,19226,1333,883,99,45,27938,2089,1147,3236,5735,2714,3021,9818,22
39125,"Paulding County, Ohio",19057,9493,9564,24319,13115,1101,527,56,27,18955,799,713,1512,2083,1010,1073,8743,81
01025,"Clarke County, Alabama",24847,11738,13109,20765,17022,1317,551,110,88,24561,1539,1716,3255,6023,2517,3506,8011,211
01101,"Montgomery County, Alabama",227392,107740,119652,26712,150072,28639,13291,3287,1995,222470,14598,12332,26930,46982,20176,26806,100032,518
01067,"Henry County, Alabama",17187,8301,8886,23983,12221,1102,722,120,29,16936,1072,868,1940,2586,1203,1383,6958,221
01123,"Tallapoosa County, Alabama",40958,19395,21563,22430,28910,3372,1189,326,119,40412,2147,2191,4338,9431,3812,5619,14904,91
02016,"Aleutians West Census Area, Alaska",5714,3578,2136,35998,4153,479,147,10,16,5544,716,465,1181,426,246,180,4110,113
02188,"Northwest Arctic Borough, Alaska",7723,4181,3542,21879,4042,301,93,14,27,7696,1455,942,2397,1874,980,894,2472,490
02220,"Sitka City and Borough, Alaska",8921,4564,4357,36617,6296,1148,603,154,132,8762,933,697,1630,796,394,402,4682,115
02130,"Ketchikan Gateway Borough, Alaska",13715,7038,6677,33771,9428,1469,504,179,89,13404,1166,909,2075,1453,685,768,6774,133
02070,"Dillingham Census Area, Alaska",4980,2564,2416,24647,2824,307,133,33,23,4962,785,497,1282,815,404,411,1891,241
02110,"Juneau City and Borough, Alaska",32524,16648,15876,41904,22288,5631,2266,577,315,31933,2103,1814,3917,2365,1157,1208,17589,183
02290,"Yukon-Koyukuk Census Area, Alaska",5600,3026,2574,21057,3541,274,147,3,10,5570,1152,814,1966,1304,688,616,2024,367
02068,"Denali Borough, Alaska",2125,1142,983,33084,1503,449,99,18,13,2085,251,233,484,233,117,116,1321,17
02105,"Hoonah-Angoon Census Area, Alaska",2107,1084,1023,33704,1579,260,88,28,7,2102,258,288,546,260,109,151,1017,56
02275,"Wrangell City and Borough, Alaska",2401,1218,1183,29943,1767,247,102,6,3,2383,224,208,432,237,120,117,1033,36
04019,"Pima County, Arizona",1003338,493568,509770,27323,662883,117924,58810,14222,13216,984069,65235,55785,121020,186299,86015,100284,423598,5638
04009,"Graham County, Arizona",37529,20148,17381,17874,22996,1863,944,171,86,33491,2125,1675,3800,7419,3352,4067,11566,119
04003,"Cochise County, Arizona",128177,65281,62896,24896,88171,13036,5886,853,648,115890,5744,5910,11654,22184,9444,12740,46332,570
04001,"Apache County, Arizona",72346,35740,36606,13865,43657,3129,1416,145,138,71536,9038,7840,16878,25658,12634,13024,18056,127
04027,"Yuma County, Arizona",203292,104216,99076,20600,126271,11922,4789,1020,435,195819,18921,16253,35174,40330,18268,22062,74388,531
04017,"Navajo County, Arizona",108209,54271,53938,17685,68065,5990,2975,502,397,105980,9716,8044,17760,31575,14551,17024,31629,601
05021,"Clay County, Arkansas",15202,7490,7712,19171,10812,775,354,67,31,15070,947,838,1785,3340,1513,1827,6174,49
05043,"Drew County, Arkansas",18688,9034,9654,20300,11575,1572,571,55,99,18289,1415,911,2326,4851,2222,2629,7279,31
05121,"Randolph County, Arkansas",17584,8679,8905,20932,12276,1059,510,52,58,17241,1366,1005,2371,3357,1673,1684,6775,72
05009,"Boone County, Arkansas",37301,18285,19016,22288,26136,2542,1067,122,181,36886,2380,1843,4223,6409,2798,3611,14916,148
21077,"Gallatin County, Kentucky",8543,4288,4255,22508,5618,407,116,22,15,8434,480,461,941,1131,549,582,3551,26
22115,"Vernon Parish, Louisiana",52101,27428,24673,22583,31138,3973,1207,234,120,46796,3012,2430,5442,7286,3272,4014,22200,262
22085,"Sabine Parish, Louisiana",24144,12018,12126,22980,16392,1464,609,137,61,23745,2019,1782,3801,4612,1886,2726,8226,243
22053,"Jefferson Davis Parish, Louisiana",31399,15351,16048,23068,20659,1922,898,156,29,30881,1627,2038,3665,6020,2503,3517,12562,407
22125,"West Feliciana Parish, Louisiana",15384,9325,6059,23041,10595,1497,639,121,125,12343,622,770,1392,1923,765,1158,5099,10
22013,"Bienville Parish, Louisiana",13924,6712,7212,22701,9597,803,359,34,48,13598,1081,1012,2093,3406,1304,2102,5104,43
22023,"Cameron Parish, Louisiana",6739,3290,3449,29681,4554,572,175,16,8,6708,345,303,648,601,303,298,3219,84
22075,"Plaquemines Parish, Louisiana",23584,11585,11999,26177,15232,1694,578,88,48,22726,1553,1239,2792,3990,1491,2499,10462,154
22117,"Washington Parish, Louisiana",46367,22871,23496,18345,31312,2548,927,149,109,44576,3465,3721,7186,11756,5345,6411,15433,245
22001,"Acadia Parish, Louisiana",62372,30297,32075,21591,40069,3196,913,244,103,61470,4391,5209,9600,12579,4626,7953,24452,527
22103,"St. Tammany Parish, Louisiana",246269,119732,126537,33149,166729,34080,11518,4415,2151,243764,14481,13871,28352,27094,11561,15533,110944,1799
22017,"Caddo Parish, Louisiana",253125,120312,132813,25565,167830,25065,9788,3213,1879,248535,17690,18272,35962,55675,23867,31808,106110,776
22005,"Ascension Parish, Louisiana",117009,58083,58926,31520,74802,14164,4406,934,397,116152,6421,5533,11954,13320,5101,8219,55612,304
22045,"Iberia Parish, Louisiana",73799,36031,37768,23410,47452,4590,1285,366,281,72994,5613,5540,11153,14437,6001,8436,30547,431
22091,"St. Helena Parish, Louisiana",10714,5205,5509,21148,7183,370,282,84,25,10582,1251,934,2185,2895,1303,1592,3565,58
22031,"De Soto Parish, Louisiana",27047,13053,13994,23471,18273,1769,534,125,32,26871,1737,1815,3552,7097,3186,3911,10523,31
22063,"Livingston Parish, Louisiana",135925,66559,69366,27280,88415,11335,3038,539,472,134939,9414,8837,18251,19472,7831,11641,60383,432
22069,"Natchitoches Parish, Louisiana",39258,18654,20604,18219,23294,2588,1337,196,246,38546,2867,3285,6152,11401,4965,6436,13587,378
22025,"Catahoula Parish, Louisiana",10145,5415,4730,20717,6894,705,155,27,16,9190,1064,1162,2226,1875,810,1065,3592,47
22041,"Franklin Parish, Louisiana",20464,9963,10501,18786,13515,1084,466,29,28,19093,1889,1868,3757,6017,2431,3586,6801,170
22049,"Jackson Parish, Louisiana",15999,8165,7834,20109,11210,988,376,95,71,14833,1066,913,1979,4035,1783,2252,5279,88
22089,"St. Charles Parish, Louisiana",52708,25783,26925,30378,34706,5320,1623,104,122,52063,3453,3217,6670,6522,2638,3884,24021,309
22107,"Tensas Parish, Louisiana",4793,2335,2458,16194,3259,218,67,0,11,4774,772,571,1343,1615,773,842,1658,25
23017,"Oxford County, Maine",57299,28391,28908,22862,41822,4971,2149,309,162,56958,3301,2990,6291,9447,4072,5375,24346,80
05041,"Desha County, Arkansas",12234,5608,6626,18187,8010,726,299,15,16,12164,607,796,1403,3859,1537,2322,4375,82
05051,"Garland County, Arkansas",97119,46875,50244,25690,69592,9123,3757,820,652,95872,7547,6555,14102,19639,9032,10607,39036,158
05115,"Pope County, Arkansas",63107,31051,32056,21650,39650,5435,2225,433,366,62447,3669,3637,7306,11620,5418,6202,26984,366
05147,"Woodruff County, Arkansas",6873,3266,3607,19987,4845,395,87,7,6,6752,629,471,1100,1622,689,933,2435,21
05067,"Jackson County, Arkansas",17495,8579,8916,19458,12561,766,290,22,8,14277,1166,794,1960,3866,1818,2048,5362,42
05137,"Stone County, Arkansas",12503,6341,6162,19881,9144,727,395,199,0,12400,748,701,1449,2925,1318,1607,4257,107
05005,"Baxter County, Arkansas",40992,19848,21144,24737,31435,3869,1257,321,129,40535,2156,1579,3735,5600,2766,2834,15045,112
05055,"Greene County, Arkansas",43745,21558,22187,22094,29009,3262,1165,211,132,43269,2703,2420,5123,7621,3235,4386,17837,208
05107,"Phillips County, Arkansas",19929,9353,10576,17287,12645,891,400,102,82,19754,1646,1403,3049,6588,2909,3679,6564,81
05149,"Yell County, Arkansas",21716,10731,10985,20209,14543,1482,483,90,36,21406,1560,1133,2693,3738,1539,2199,8623,150
55011,"Buffalo County, Wisconsin",13256,6743,6513,28286,9515,1176,421,67,67,13174,532,352,884,1424,700,724,6725,71
55063,"La Crosse County, Wisconsin",117538,57392,60146,29495,74268,14950,6097,1625,1443,116220,3826,3061,6887,16675,6934,9741,61584,307
55073,"Marathon County, Wisconsin",135367,68051,67316,30151,92748,15028,5137,1552,486,134265,5568,3750,9318,14825,6724,8101,69291,376
55121,"Trempealeau County, Wisconsin",29521,14895,14626,26654,20199,2766,930,102,91,29108,1428,952,2380,2804,1139,1665,15027,143
55027,"Dodge County, Wisconsin",88404,46157,42247,27000,63022,7213,2209,570,252,83817,2374,1852,4226,7384,3180,4204,42945,242
55125,"Vilas County, Wisconsin",21373,10705,10668,29058,16560,2919,1083,273,165,21203,1186,694,1880,3098,1305,1793,8808,39
55071,"Manitowoc County, Wisconsin",80178,39917,40261,27777,57053,8090,2513,468,145,79660,2235,1733,3968,8143,3470,4673,40489,234
55013,"Burnett County, Wisconsin",15259,7803,7456,26308,11609,1497,520,75,58,15122,674,471,1145,2402,1159,1243,6342,50
55029,"Door County, Wisconsin",27669,13651,14018,34253,21443,4319,1724,402,272,27328,842,544,1386,2451,1145,1306,12917,84
55039,"Fond du Lac County, Wisconsin",101968,49884,52084,29431,70475,10721,3698,544,488,100278,3134,2662,5796,8497,3753,4744,51680,201
55091,"Pepin County, Wisconsin",7349,3716,3633,27901,5222,672,209,55,22,7241,315,318,633,965,445,520,3633,29
55103,"Richland County, Wisconsin",17642,8912,8730,24941,12308,1405,580,122,89,17504,877,615,1492,2373,1160,1213,8248,42
55137,"Waushara County, Wisconsin",24238,12720,11518,25838,18131,1782,784,108,61,23049,1153,902,2055,2646,1200,1446,10161,142
55065,"Lafayette County, Wisconsin",16793,8531,8262,27023,11340,1388,492,91,32,16698,845,728,1573,1863,845,1018,8584,63
55093,"Pierce County, Wisconsin",40881,20328,20553,31109,25571,4871,1769,227,246,40616,1379,1144,2523,4572,2019,2553,22469,83
55015,"Calumet County, Wisconsin",49653,24933,24720,32713,33227,7245,1830,303,159,49472,1021,696,1717,3129,1201,1928,26892,45
55059,"Kenosha County, Wisconsin",167896,82941,84955,28996,110495,17855,7327,1119,932,165962,8392,5993,14385,24708,11099,13609,80015,589
56019,"Johnson County, Wyoming",8572,4546,4026,32732,6052,1013,356,98,74,8521,653,534,1187,499,325,174,4168,89
56021,"Laramie County, Wyoming",96459,48755,47704,31554,64359,11375,4394,1150,878,93453,5058,4715,9773,9812,4125,5687,47876,616
56039,"Teton County, Wyoming",22623,11742,10881,49200,16920,6500,1987,391,223,22571,2224,1089,3313,1650,932,718,14008,250
48407,"San Jacinto County, Texas",27172,13260,13912,22308,18970,1405,342,82,69,27028,2405,2914,5319,4627,1772,2855,10256,229
48459,"Upshur County, Texas",40295,19908,20387,24088,27110,3047,1034,117,81,39765,3398,3367,6765,5367,2324,3043,16120,116
48473,"Waller County, Texas",47049,23520,23529,23888,25346,3423,1054,155,119,46796,4868,4956,9824,7986,3665,4321,19888,240
48493,"Wilson County, Texas",46444,23309,23135,29862,31068,4070,1509,167,249,45772,3288,3102,6390,4795,2096,2699,20516,80
48219,"Hockley County, Texas",23377,11525,11852,22673,14277,1504,450,86,60,23206,2396,2289,4685,3540,1473,2067,10304,50
48329,"Midland County, Texas",155817,77923,77894,38545,96774,18152,5134,1513,583,154621,15284,15245,30529,12148,4801,7347,77875,1073
48299,"Llano County, Texas",19624,9518,10106,35680,15551,2906,852,216,165,19372,1680,1777,3457,2672,1190,1482,7056,74
48147,"Fannin County, Texas",33757,17824,15933,23212,23710,2294,1070,71,271,30825,2841,2572,5413,5078,2474,2604,12875,124
48041,"Brazos County, Texas",209896,106391,103505,25337,107109,22975,11353,2392,5885,206103,15578,13464,29042,52652,25257,27395,98853,649
48165,"Gaines County, Texas",19485,9940,9545,22656,10771,770,302,44,12,19371,3188,3135,6323,2076,1073,1003,7923,23
48179,"Gray County, Texas",23028,12142,10886,23457,15367,1557,412,75,43,21442,1942,2093,4035,3359,1415,1944,9179,106
18067,"Howard County, Indiana",82728,40000,42728,26294,57226,7218,3142,636,191,81791,4216,4501,8717,13665,6198,7467,35578,467
21025,"Breathitt County, Kentucky",13476,6742,6734,16875,9401,565,455,116,11,13331,828,568,1396,4411,2051,2360,4001,182
21083,"Graves County, Kentucky",37379,18309,19070,22112,25331,2613,1255,254,135,36958,2077,1873,3950,6758,2999,3759,15196,181
21099,"Hart County, Kentucky",18510,9146,9364,19715,12537,812,544,71,4,18251,1415,1214,2629,4398,1988,2410,6805,109
21031,"Butler County, Kentucky",12828,6440,6388,21787,8995,484,352,51,48,12614,725,615,1340,3080,1375,1705,5111,92
21223,"Trimble County, Kentucky",8751,4338,4413,26542,6017,418,230,50,1,8739,662,489,1151,1539,751,788,3593,29
21097,"Harrison County, Kentucky",18629,9133,9496,22497,12805,1321,424,224,9,18420,1375,1060,2435,3476,1464,2012,7663,84
21105,"Hickman County, Kentucky",4691,2195,2496,19764,3304,135,83,32,40,4512,337,214,551,753,333,420,1697,19
