GEOID,COUNTY,POP_TOT,MALE_POP,FEMALE_POP,GDP,DEGREE_TOT,BACHELOR,MASTER,PROFFE,DOCTOR,TOT_NO_INS,MALE_INS,FEMALE_INS,BOTH_INS,TOT_POV,MALE_POV,FEMALE_POV,TOT_COMM,OTHER_COMM
13123,"Gilmer County, Georgia",28956,14535,14421,23688,20808,2329,931,330,122,28736,3587,2819,6406,5556,2776,2780,11573,331
13297,"Walton County, Georgia",87436,42594,44842,25184,57494,7341,2263,780,300,86665,5248,5870,11118,11365,4408,6957,37545,286
13091,"Dodge County, Georgia",20995,11107,9888,18563,14510,1096,702,77,89,19154,1729,1106,2835,4219,1989,2230,7737,452
13057,"Cherokee County, Georgia",230629,113565,117064,33466,152050,37080,12095,3032,1766,229621,16949,13660,30609,22891,10651,12240,111944,1629
13177,"Lee County, Georgia",29134,14605,14529,28061,18946,2603,1547,298,130,27959,1641,1504,3145,3334,1476,1858,13154,13
13227,"Pickens County, Georgia",29992,14904,15088,29460,21707,3425,1441,387,121,29760,2048,1731,3779,3058,1375,1683,12530,199
13075,"Cook County, Georgia",17103,8313,8790,17587,11114,959,396,125,58,16969,1834,1985,3819,4429,1957,2472,6969,33
13121,"Fulton County, Georgia",996757,483429,513328,41041,663465,198321,94178,25083,12864,987648,69532,65812,135344,163674,70953,92721,476794,4488
15001,"Hawaii County, Hawaii",193680,96563,97117,26959,135381,24704,8144,2524,1981,192492,7256,5468,12724,35737,17483,18254,81650,851
15007,"Kauai County, Hawaii",70447,35176,35271,30515,49582,9217,3114,857,591,69686,2894,1780,4674,6703,3216,3487,34031,217
16031,"Cassia County, Idaho",23441,11954,11487,20007,13705,1776,534,185,49,23090,2199,2037,4236,3563,1619,1944,9617,12
16063,"Lincoln County, Idaho",5292,2692,2600,19095,3205,255,106,8,10,5245,690,594,1284,630,302,328,2334,79
16041,"Franklin County, Idaho",13013,6632,6381,20454,7555,1057,304,69,49,12971,815,866,1681,1606,731,875,5350,50
16027,"Canyon County, Idaho",202782,100584,102198,19765,122815,15985,5173,556,828,201184,17285,15760,33045,37366,17379,19987,84136,917
16057,"Latah County, Idaho",38593,19614,18979,24166,21318,5896,2411,507,979,38422,1472,1678,3150,7929,3999,3930,18301,104
16009,"Benewah County, Idaho",9068,4621,4447,23120,6379,562,233,43,30,8982,917,643,1560,1510,710,800,3459,60
16033,"Clark County, Idaho",960,488,472,15283,545,60,23,0,0,960,204,117,321,260,162,98,411,0
16043,"Fremont County, Idaho",12896,6664,6232,21611,8169,1251,344,55,55,12323,828,936,1764,1475,658,817,5124,66
16049,"Idaho County, Idaho",16251,8435,7816,20741,11886,1480,353,94,81,15708,1014,1058,2072,2536,1292,1244,5991,22
16077,"Power County, Idaho",7696,3932,3764,21513,4582,436,125,112,29,7627,441,666,1107,937,397,540,3019,0
17119,"Madison County, Illinois",266759,130430,136329,30278,183772,30186,12865,2277,1836,264272,10409,7148,17557,34400,15291,19109,123390,704
17131,"Mercer County, Illinois",15971,7917,8054,27844,11325,1391,496,61,37,15711,341,281,622,1618,657,961,7432,36
17167,"Sangamon County, Illinois",198639,95430,103209,33277,136182,29382,12535,3414,1406,196527,6946,4793,11739,29600,13621,15979,94643,798
17157,"Randolph County, Illinois",32934,18105,14829,24716,23979,2241,590,197,88,29283,997,957,1954,3219,1350,1869,13234,47
17141,"Ogle County, Illinois",52034,25934,26100,29239,35891,4736,1947,308,129,51553,1862,1684,3546,5617,2387,3230,24513,145
17177,"Stephenson County, Illinois",46283,22383,23900,25792,32576,3752,1557,357,153,45533,1812,1340,3152,7203,3195,4008,21204,152
17193,"White County, Illinois",14410,7025,7385,26522,10266,929,392,50,38,14076,680,505,1185,1960,801,1159,5770,13
17071,"Henderson County, Illinois",6966,3417,3549,27949,5132,544,110,22,5,6901,264,240,504,731,289,442,3243,20
17113,"McLean County, Illinois",173254,84335,88919,32943,104229,30959,11172,2018,2264,172070,5192,4095,9287,23485,10444,13041,90470,514
17149,"Pike County, Illinois",16054,7999,8055,23218,11188,1286,360,29,42,15528,810,639,1449,2233,1047,1186,6963,78
17161,"Rock Island County, Illinois",146536,72130,74406,27822,100539,14642,5780,1025,713,144039,6443,5283,11726,21375,9195,12180,67155,1340
17185,"Wabash County, Illinois",11587,5649,5938,25105,8034,1009,321,25,25,11509,444,431,875,1376,593,783,5184,35
17035,"Cumberland County, Illinois",10890,5473,5417,24956,7576,815,239,35,30,10761,382,287,669,1747,796,951,4741,28
17089,"Kane County, Illinois",526615,261893,264722,33486,336969,69910,30759,4628,2884,523379,32872,25810,58682,57312,25715,31597,253070,1555
17009,"Brown County, Illinois",6836,4420,2416,21906,4979,543,134,31,4,5047,87,162,249,591,287,304,2617,11
17123,"Marshall County, Illinois",12060,6008,6052,29025,8659,1080,246,35,36,11795,378,246,624,1163,434,729,5516,18
17021,"Christian County, Illinois",33888,17274,16614,25614,23974,2533,823,143,116,32123,1318,819,2137,4356,1724,2632,14900,69
17077,"Jackson County, Illinois",59188,29683,29505,23455,35084,6172,4302,774,1349,58543,2847,1894,4741,15533,7665,7868,25296,196
17181,"Union County, Illinois",17458,8803,8655,24646,12524,1603,823,155,86,17308,817,655,1472,2667,1340,1327,7311,31
17165,"Saline County, Illinois",24659,12054,12605,22725,17189,1786,786,100,75,24132,1100,951,2051,5334,2348,2986,9427,41
17195,"Whiteside County, Illinois",57155,28128,29027,28188,39744,4431,1953,374,105,56269,2344,1696,4040,6388,2930,3458,26207,403
17037,"DeKalb County, Illinois",104458,51767,52691,26511,60786,11394,5697,567,1080,103643,4359,4282,8641,18001,7713,10288,50416,350
17079,"Jasper County, Illinois",9592,4776,4816,25806,6696,866,289,40,28,9532,362,277,639,775,298,477,4591,6
17197,"Will County, Illinois",685378,340422,344956,33731,440254,94754,41877,6168,4486,678484,27827,21318,49145,51976,22124,29852,331755,3153
17041,"Douglas County, Illinois",19770,9743,10027,26284,13135,1927,469,62,52,19607,1485,1449,2934,2223,943,1280,9163,111
17061,"Greene County, Illinois",13390,6774,6616,22836,9435,787,190,51,25,13112,561,535,1096,2250,967,1283,5700,87
17069,"Hardin County, Illinois",4173,2126,2047,20025,3118,238,81,34,0,4117,294,121,415,774,326,448,1428,23
17095,"Knox County, Illinois",51752,26180,25572,23676,36060,4148,1777,358,233,49182,2509,1788,4297,8418,3906,4512,21138,163
17127,"Massac County, Illinois",14883,7055,7828,23434,10547,1045,299,45,17,14658,594,536,1130,2750,1081,1669,5599,80
17179,"Tazewell County, Illinois",135400,66832,68568,32082,94070,16650,5466,935,477,132943,3918,3320,7238,10485,4532,5953,64123,213
18061,"Harrison County, Indiana",39370,19678,19692,25993,27457,2930,1532,144,35,39133,1864,1506,3370,5139,2275,2864,17885,93
18169,"Wabash County, Indiana",32177,15775,16402,24700,21971,2433,1274,144,169,31199,1635,1462,3097,3839,1585,2254,14604,45
18075,"Jay County, Indiana",21196,10402,10794,20193,13930,965,452,38,62,20985,1378,1157,2535,3317,1528,1789,9406,176
38001,"Adams County, North Dakota",2348,1187,1161,35933,1682,319,79,30,35,2297,77,80,157,241,89,152,1233,14
38027,"Eddy County, North Dakota",2370,1144,1226,35444,1693,278,69,22,6,2300,116,67,183,306,151,155,1189,36
38057,"Mercer County, North Dakota",8671,4477,4194,36720,6137,940,241,52,35,8552,510,533,1043,634,136,498,4284,75
38073,"Ransom County, North Dakota",5457,2780,2677,33574,3852,549,63,25,26,5305,143,113,256,487,197,290,2823,0
38085,"Sioux County, North Dakota",4431,2223,2208,15944,2306,304,48,11,20,4387,732,521,1253,1646,774,872,1289,18
38033,"Golden Valley County, North Dakota",1895,931,964,28840,1237,213,58,3,2,1843,182,136,318,175,72,103,1003,14
38095,"Towner County, North Dakota",2292,1142,1150,36099,1630,240,60,3,0,2258,113,105,218,317,139,178,920,7
38023,"Divide County, North Dakota",2369,1190,1179,39171,1781,388,17,0,6,2294,73,72,145,215,100,115,1239,2
38081,"Sargent County, North Dakota",3889,2053,1836,36207,2780,448,72,3,4,3851,113,75,188,221,80,141,2080,5
35051,"Sierra County, New Mexico",11442,5663,5779,22749,8948,1027,448,60,46,11200,646,549,1195,2471,1387,1084,3885,0
35053,"Socorro County, New Mexico",17324,8856,8468,17017,10697,1300,538,88,168,17225,1431,1179,2610,3796,1639,2157,5667,161
35041,"Roosevelt County, New Mexico",19618,9843,9775,18954,11118,1394,845,52,229,19056,1514,1244,2758,4755,2198,2557,7779,161
35013,"Doña Ana County, New Mexico",213825,105129,108696,21050,127632,20459,10726,1830,2122,210440,16794,15887,32681,57626,27063,30563,89484,409
35028,"Los Alamos County, New Mexico",17895,9187,8708,52125,12720,3103,2430,197,2486,17792,490,449,939,904,394,510,8971,118
35039,"Rio Arriba County, New Mexico",39924,19608,20316,19602,26836,3178,1239,332,111,39667,3807,3129,6936,9275,4541,4734,14424,223
35047,"San Miguel County, New Mexico",28350,14268,14082,18012,19311,1984,1231,211,304,27772,2284,2007,4291,8093,3646,4447,9247,38
35061,"Valencia County, New Mexico",75993,38178,37815,20572,50347,5660,2462,227,272,74387,5203,3891,9094,17177,8046,9131,27702,445
35057,"Torrance County, New Mexico",15599,8098,7501,19129,10890,1211,548,102,66,14925,1074,738,1812,4604,2175,2429,5419,18
35001,"Bernalillo County, New Mexico",674777,330751,344026,28340,455336,82208,46150,10118,10799,667383,44784,39054,83838,124678,56821,67857,309193,2807
35035,"Otero County, New Mexico",65333,33491,31842,21876,42385,4084,2800,334,253,60281,4411,4017,8428,15439,7353,8086,24795,99
35006,"Cibola County, New Mexico",27373,13884,13489,17768,18094,1583,558,63,48,25721,2745,2151,4896,7005,3345,3660,9370,403
35011,"De Baca County, New Mexico",1977,915,1062,24571,1488,83,59,0,0,1949,168,92,260,389,170,219,641,27
35019,"Guadalupe County, New Mexico",4469,2602,1867,18086,3284,271,165,19,0,3828,166,115,281,542,249,293,1245,2
35003,"Catron County, New Mexico",3547,1860,1687,22487,2920,458,245,0,20,3538,333,263,596,809,283,526,1024,27
36005,"Bronx County, New York",1436785,676440,760345,19721,905151,113265,44840,9131,5933,1414859,101564,72479,174043,427715,182123,245592,560324,3258
36067,"Onondaga County, New York",468050,226022,242028,31436,315056,60720,34310,7776,5322,462864,15633,11165,26798,68285,30645,37640,219060,1491
36019,"Clinton County, New York",81505,41893,39612,25833,55217,6420,4501,778,582,76963,2645,1634,4279,11865,5166,6699,34648,672
36099,"Seneca County, New York",35036,18470,16566,26541,24924,2842,1687,231,222,32261,1761,1361,3122,3952,1672,2280,15113,154
36079,"Putnam County, New York",99408,49388,50020,44063,69769,15744,8964,1369,1086,98778,3571,2868,6439,5061,2603,2458,49848,154
36043,"Herkimer County, New York",63558,31375,32183,24932,44238,5583,3292,427,222,62918,3045,1795,4840,8738,3993,4745,28266,129
36069,"Ontario County, New York",109450,53705,55745,33685,76016,13224,8656,1225,1280,108522,3712,2593,6305,10898,4720,6178,52951,278
36101,"Steuben County, New York",98151,48750,49401,27731,68291,7941,5820,841,660,96973,4496,3288,7784,14558,6474,8084,42245,406
36041,"Hamilton County, New York",4697,2382,2315,24891,3575,387,330,34,22,4669,325,122,447,526,280,246,1830,126
36013,"Chautauqua County, New York",131748,65093,66655,23962,90235,10220,6920,1009,657,129115,5199,3896,9095,24410,11132,13278,55259,200
36047,"Kings County, New York",2606852,1234959,1371893,29928,1753695,362659,175664,41278,18084,2596190,157069,121476,278545,587518,260957,326561,1165434,5485
36107,"Tioga County, New York",49649,24549,25100,30252,34981,5464,2717,350,227,49274,1813,1242,3055,5405,2239,3166,22446,174
36073,"Orleans County, New York",41938,20887,21051,23929,29695,2891,1529,193,99,39187,1622,1377,2999,6089,2705,3384,17496,229
36091,"Saratoga County, New York",224929,111025,113904,39653,158211,36963,19676,3071,3020,221645,5582,4113,9695,14193,6148,8045,114143,502
36021,"Columbia County, New York",61860,31058,30802,34737,45731,6901,5078,1050,471,60143,2056,1597,3653,7605,3587,4018,29416,127
36049,"Lewis County, New York",27107,13671,13436,25779,18490,1562,1066,157,83,26714,1352,1049,2401,3750,1684,2066,11593,112
36119,"Westchester County, New York",969229,468336,500893,52049,661283,157929,104595,35635,14652,956762,48863,36206,85069,92600,41150,51450,459790,3442
36025,"Delaware County, New York",46480,23356,23124,26016,32976,4045,2504,242,234,45975,1817,1865,3682,6987,3218,3769,19380,175
36057,"Montgomery County, New York",49667,24468,25199,25307,34243,3323,1697,314,133,48884,2601,1684,4285,10014,4361,5653,21140,184
36085,"Richmond County, New York",473324,229095,244229,33922,324340,60675,31186,7010,2841,469465,17984,13103,31087,60530,26762,33768,206773,1279
36089,"St. Lawrence County, New York",111529,56822,54707,23554,72141,8189,6108,1019,1112,107906,5483,3829,9312,19107,9279,9828,43218,358
36109,"Tompkins County, New York",104268,51285,52983,29759,59666,13254,10156,2150,5229,103385,3323,2126,5449,18133,8161,9972,48415,135
36113,"Warren County, New York",64911,31835,33076,33127,47419,7369,4789,850,467,64348,2731,1653,4384,7079,3100,3979,31466,155
36023,"Cortland County, New York",48713,23778,24935,26271,30566,4320,2526,309,420,48238,1818,1009,2827,6209,2350,3859,23749,77
36027,"Dutchess County, New York",295905,147197,148708,36704,202687,37842,23663,3866,3483,288137,11278,7854,19132,25562,11910,13652,140507,606
36055,"Monroe County, New York",749236,361925,387311,31291,507237,103720,60943,11757,9557,742076,22947,15638,38585,107724,47629,60095,355665,1896
36065,"Oneida County, New York",232858,116027,116831,27283,159946,22943,11423,2273,1408,225239,7493,5100,12593,36789,17108,19681,100764,415
36111,"Ulster County, New York",180505,89631,90874,32453,129015,21827,13977,2217,1936,176129,8453,6269,14722,22480,10269,12211,83526,468
36015,"Chemung County, New York",87742,43482,44260,27209,60379,8040,5460,801,458,84179,2838,2504,5342,13179,5690,7489,37386,111
36051,"Livingston County, New York",64622,32439,32183,25882,42621,5666,3614,630,522,62084,1799,1407,3206,8720,4026,4694,29090,270
36077,"Otsego County, New York",60979,29517,31462,26688,39869,6067,3618,940,739,60310,2554,1814,4368,9106,4143,4963,27541,147
36039,"Greene County, New York",48069,24956,23113,27402,35014,4147,2323,437,192,45128,1664,1345,3009,5826,2463,3363,19234,221
36001,"Albany County, New York",307891,148964,158927,35278,204003,42048,27676,6298,5025,304048,10087,6236,16323,37749,16940,20809,153524,1261
36003,"Allegany County, New York",47700,24124,23576,22377,30449,3085,2412,302,437,47207,2299,1856,4155,7284,3334,3950,19888,199
36009,"Cattaraugus County, New York",78506,38795,39711,23984,53233,5525,3462,395,268,77748,3830,3238,7068,13265,6161,7104,33359,256
36053,"Madison County, New York",72089,35429,36660,28010,47606,7135,4151,734,696,71502,2348,1474,3822,7932,3703,4229,32625,205
36093,"Schenectady County, New York",154845,75383,79462,29981,106136,17769,11219,1747,1723,153116,5108,3892,9000,18055,7943,10112,72215,517
36037,"Genesee County, New York",59053,29325,29728,27499,41449,5199,2961,374,266,58542,2113,1499,3612,7245,3258,3987,29209,201
36123,"Yates County, New York",25106,12110,12996,26608,16434,2155,1359,131,161,24747,2605,2627,5232,3319,1549,1770,10980,116
37079,"Greene County, North Carolina",21241,11452,9789,18662,14865,1010,220,35,107,19109,1744,1362,3106,4646,1968,2678,7983,53
37121,"Mitchell County, North Carolina",15263,7465,7798,22302,11286,1268,482,181,40,15134,1104,958,2062,2688,1148,1540,5924,45
37041,"Chowan County, North Carolina",14556,6925,7631,23542,10580,1250,708,114,57,14290,1176,913,2089,3491,1538,1953,5399,69
37005,"Alleghany County, North Carolina",10868,5391,5477,21153,8022,961,405,89,38,10738,926,772,1698,2089,874,1215,4334,22
72009,"Aibonito Municipio, Puerto Rico",24438,11787,12651,10224,16805,2546,809,52,81,24411,329,243,572,11433,5407,6026,5875,37
72059,"Guayanilla Municipio, Puerto Rico",20025,9619,10406,8347,13504,2285,289,63,101,19975,517,378,895,11725,5715,6010,4360,44
72079,"Lajas Municipio, Puerto Rico",24323,11859,12464,7229,17020,1907,489,102,152,24284,754,501,1255,14552,7062,7490,4923,8
72121,"Sabana Grande Municipio, Puerto Rico",24013,11376,12637,9158,16405,2701,363,46,95,23903,815,316,1131,11762,5474,6288,5409,13
72027,"Camuy Municipio, Puerto Rico",33481,16098,17383,9738,22880,3730,888,94,141,33457,941,933,1874,16173,7560,8613,8647,44
72055,"Guánica Municipio, Puerto Rico",17788,8577,9211,7207,12141,1350,360,43,53,17778,533,498,1031,11199,5313,5886,3405,6
72091,"Manatí Municipio, Puerto Rico",41468,19651,21817,10559,28091,5008,832,150,232,41331,1977,1486,3463,19121,8620,10501,10951,38
72103,"Naguabo Municipio, Puerto Rico",26722,12636,14086,10016,17547,2805,557,32,35,26690,619,510,1129,13311,5968,7343,7174,0
72125,"San Germán Municipio, Puerto Rico",33546,16312,17234,9563,23014,3782,1039,143,284,33454,786,731,1517,16865,8114,8751,8676,57
72141,"Utuado Municipio, Puerto Rico",30869,15045,15824,8140,21033,3121,423,101,102,30849,994,856,1850,16103,7761,8342,6386,18
72015,"Arroyo Municipio, Puerto Rico",18778,8758,10020,7639,12431,1760,292,36,0,18767,428,314,742,9958,4482,5476,3793,0
72033,"Cataño Municipio, Puerto Rico",26137,12382,13755,11627,17426,2614,629,324,161,26137,1166,700,1866,12829,5681,7148,7592,159
72115,"Quebradillas Municipio, Puerto Rico",24904,12078,12826,9287,16939,2240,327,39,144,24898,619,396,1015,13897,6592,7305,6273,24
72057,"Guayama Municipio, Puerto Rico",43210,21461,21749,9183,28742,4489,905,89,120,41185,1412,775,2187,22189,9748,12441,9277,125
72049,"Culebra Municipio, Puerto Rico",1508,832,676,11450,1044,92,16,8,14,1508,101,62,163,679,319,360,649,8
72063,"Gurabo Municipio, Puerto Rico",46990,22315,24675,16559,31488,7360,2298,444,735,46817,1613,1312,2925,15141,6697,8444,16838,221
72017,"Barceloneta Municipio, Puerto Rico",24699,11785,12914,8762,16595,2237,512,0,46,24670,775,444,1219,13083,6273,6810,5274,166
72087,"Loíza Municipio, Puerto Rico",27857,13031,14826,8729,18216,1890,385,37,47,27831,1636,1105,2741,13785,6165,7620,7733,14
72061,"Guaynabo Municipio, Puerto Rico",92444,43750,48694,24264,66395,17882,6757,3974,1361,92166,4225,2147,6372,25064,11226,13838,36937,427
72005,"Aguadilla Municipio, Puerto Rico",56893,27711,29182,10872,39257,6835,1939,349,263,55268,1837,1190,3027,27469,12448,15021,13913,138
72053,"Fajardo Municipio, Puerto Rico",33912,15898,18014,10900,22799,3941,854,120,117,33694,1389,985,2374,14866,6432,8434,10093,721
72109,"Patillas Municipio, Puerto Rico",18135,8909,9226,8679,12505,1436,416,16,88,18135,552,225,777,10279,4977,5302,3713,76
72117,"Rincón Municipio, Puerto Rico",14700,7108,7592,10220,10606,1555,368,0,168,14664,318,218,536,7068,3270,3798,4293,0
72007,"Aguas Buenas Municipio, Puerto Rico",27323,13315,14008,10615,18542,2247,429,92,14,27230,1023,375,1398,13814,6646,7168,6587,38
72021,"Bayamón Municipio, Puerto Rico",192974,91526,101448,14138,134525,27952,7127,1658,1000,187415,7862,5112,12974,66051,28284,37767,66117,1909
72031,"Carolina Municipio, Puerto Rico",165040,75944,89096,16188,114314,24532,7109,1584,1236,164386,8739,4890,13629,49105,20663,28442,60324,385
72035,"Cayey Municipio, Puerto Rico",46071,22174,23897,12594,31689,5267,1859,277,242,46032,1958,1172,3130,19824,9136,10688,13734,965
72065,"Hatillo Municipio, Puerto Rico",41327,19913,21414,10360,28567,5112,1590,99,178,41292,1118,749,1867,18400,8372,10028,12269,0
72069,"Humacao Municipio, Puerto Rico",55621,26358,29263,11682,38376,6426,1787,255,486,55162,1365,933,2298,24941,11317,13624,15511,32
72075,"Juana Díaz Municipio, Puerto Rico",48658,23302,25356,10244,31723,5338,896,505,256,48313,1125,864,1989,23218,10511,12707,14479,56
72101,"Morovis Municipio, Puerto Rico",32087,15954,16133,8816,20840,2832,607,23,131,32069,1245,901,2146,16601,7700,8901,8111,79
72097,"Mayagüez Municipio, Puerto Rico",81594,39059,42535,10656,53370,8186,2210,430,1140,81021,3107,1739,4846,41350,19357,21993,20319,92
72133,"Santa Isabel Municipio, Puerto Rico",22732,10991,11741,10478,14604,2295,824,107,110,22732,851,937,1788,11449,5365,6084,6946,0
72139,"Trujillo Alto Municipio, Puerto Rico",70737,33423,37314,15703,47992,11863,3248,907,840,70437,3203,2081,5284,21023,9384,11639,26313,370
72047,"Corozal Municipio, Puerto Rico",35484,17261,18223,7887,23494,2926,736,42,86,35251,879,312,1191,19774,9252,10522,7516,30
72095,"Maunabo Municipio, Puerto Rico",11506,5678,5828,8830,7933,1033,219,0,16,11501,353,166,519,6431,2975,3456,2280,78
72111,"Peñuelas Municipio, Puerto Rico",22231,10825,11406,7983,14308,2266,307,76,63,22192,414,270,684,12748,6147,6601,5307,178
72113,"Ponce Municipio, Puerto Rico",152594,73452,79142,10775,102435,19429,4100,1377,1647,149853,4664,3066,7730,76635,34702,41933,39966,405
72131,"San Sebastián Municipio, Puerto Rico",39755,19358,20397,8072,27647,3919,693,150,48,39651,1744,1011,2755,22387,10714,11673,8058,34
18127,"Porter County, Indiana",167016,82416,84600,31879,113063,18661,7724,1760,1394,165535,7321,7109,14430,17560,7403,10157,77010,489
18147,"Spencer County, Indiana",20777,10530,10247,29114,14473,1435,619,91,73,20559,909,810,1719,2013,821,1192,9698,99
18157,"Tippecanoe County, Indiana",183397,93774,89623,25481,100694,19941,10031,1590,3960,181721,10734,8930,19664,36513,18142,18371,86140,658
18057,"Hamilton County, Indiana",303042,148054,154988,44443,195132,69838,26730,8368,4886,301604,9596,8589,18185,15381,6332,9049,157155,811
18087,"LaGrange County, Indiana",38395,19459,18936,22780,21954,1649,726,46,37,38218,7717,7678,15395,4728,2206,2522,15864,423
18011,"Boone County, Indiana",61884,30594,31290,42844,40735,10613,4608,1828,1084,61268,2444,2032,4476,3719,1779,1940,30909,232
18107,"Montgomery County, Indiana",38108,19274,18834,25519,25564,2895,989,250,148,37584,2456,1948,4404,4635,1971,2664,17584,44
18019,"Clark County, Indiana",113993,55492,58501,26875,78451,11116,3558,670,502,112420,7312,5967,13279,11153,5181,5972,54322,351
18021,"Clay County, Indiana",26568,12983,13585,24339,18248,2007,814,201,67,26194,1383,1244,2627,4358,1907,2451,11862,48
18047,"Franklin County, Indiana",22887,11456,11431,26267,15517,1931,785,76,179,22801,1010,894,1904,2591,1151,1440,10766,107
18071,"Jackson County, Indiana",43637,21674,21963,23260,29563,3157,1331,215,77,42995,2459,2291,4750,6317,2447,3870,20027,436
18129,"Posey County, Indiana",25527,12774,12753,30763,17683,2438,902,200,96,25289,725,667,1392,2451,1184,1267,12134,50
18165,"Vermillion County, Indiana",15752,7742,8010,23891,11030,1043,318,41,30,15538,786,831,1617,2077,916,1161,6376,34
18003,"Allen County, Indiana",365565,178324,187241,26932,235198,42160,16367,4152,1694,361922,22629,21666,44295,54545,24399,30146,170281,923
18043,"Floyd County, Indiana",76290,36917,39373,30663,51839,8938,3930,670,421,75281,3616,3175,6791,9050,3987,5063,36992,147
18081,"Johnson County, Indiana",147567,72527,75040,31101,97494,19304,7434,1170,854,145471,6906,6574,13480,13473,6197,7276,72131,411
18051,"Gibson County, Indiana",33684,16846,16838,27342,22845,2429,969,70,103,33102,1816,1509,3325,3610,1549,2061,15807,119
18117,"Orange County, Indiana",19579,9696,9883,22715,13354,946,523,92,29,19329,1116,1003,2119,3154,1342,1812,8371,131
18099,"Marshall County, Indiana",46833,23262,23571,24289,30894,3677,1549,396,103,46339,3351,3636,6987,5351,2194,3157,20641,172
18009,"Blackford County, Indiana",12364,6135,6229,22328,8700,546,315,51,42,12199,809,824,1633,1447,569,878,5180,44
18143,"Scott County, Indiana",23734,11672,12062,24186,16315,1346,596,106,71,23357,1226,935,2161,3267,1547,1720,10360,120
18039,"Elkhart County, Indiana",201640,99741,101899,23817,127176,15497,6018,1241,478,199208,18439,18225,36664,29381,12529,16852,91204,520
18017,"Cass County, Indiana",38324,19227,19097,23592,25871,2335,987,152,135,37636,2550,2101,4651,5640,2608,3032,17165,222
18177,"Wayne County, Indiana",67423,32580,34843,23895,46204,4611,2511,387,408,66244,5036,4857,9893,12903,5509,7394,28237,343
19023,"Butler County, Iowa",14933,7469,7464,28584,10504,1159,399,55,33,14675,349,378,727,1289,552,737,7352,13
19079,"Hamilton County, Iowa",15227,7535,7692,27963,10647,1678,422,166,78,15024,553,437,990,1612,659,953,7447,33
19175,"Union County, Iowa",12539,6042,6497,25098,8538,1044,280,71,5,12401,445,572,1017,1585,568,1017,6275,21
19195,"Worth County, Iowa",7562,3751,3811,26781,5316,611,175,11,15,7460,270,172,442,775,361,414,3702,9
19001,"Adair County, Iowa",7330,3612,3718,28861,5275,691,124,40,19,7193,262,190,452,687,255,432,3659,19
19037,"Chickasaw County, Iowa",12164,6124,6040,27973,8356,884,268,41,17,12034,371,321,692,1073,513,560,6053,19
19059,"Dickinson County, Iowa",17046,8536,8510,36588,12648,2487,742,353,89,16845,441,365,806,1153,419,734,8822,115
19107,"Keokuk County, Iowa",10234,5166,5068,26638,7152,888,253,74,2,10114,343,208,551,1296,585,711,4791,42
19171,"Tama County, Iowa",17423,8610,8813,27074,11868,1397,399,86,54,17048,683,613,1296,2195,1039,1156,8128,125
19069,"Franklin County, Iowa",10393,5266,5127,25248,7244,897,209,83,24,10246,320,287,607,1509,719,790,4838,28
19031,"Cedar County, Iowa",18389,9038,9351,30362,12886,2119,495,108,119,18164,350,303,653,1162,450,712,9741,79
19067,"Floyd County, Iowa",16004,7866,8138,28323,11107,1649,356,91,87,15795,534,587,1121,2219,843,1376,7806,44
19115,"Louisa County, Iowa",11251,5752,5499,27234,7659,790,174,40,16,11119,277,352,629,1392,645,747,5399,78
19091,"Humboldt County, Iowa",9607,4672,4935,29587,6697,1039,235,36,20,9495,204,173,377,1286,502,784,4570,46
19183,"Washington County, Iowa",22115,10972,11143,28397,14978,2169,632,199,130,21796,957,921,1878,1947,801,1146,11011,182
19035,"Cherokee County, Iowa",11752,5865,5887,30973,8412,1247,232,87,46,11397,536,398,934,1321,594,727,5965,39
19057,"Des Moines County, Iowa",40114,19749,20365,27168,27782,3865,1128,274,169,39635,1624,1077,2701,6574,2610,3964,18793,194
19109,"Kossuth County, Iowa",15226,7610,7616,29949,10730,1681,298,96,20,14975,394,279,673,1454,619,835,7595,59
19139,"Muscatine County, Iowa",42949,21329,21620,28028,28370,4069,1328,288,127,42465,1465,1348,2813,4802,2188,2614,20995,110
19153,"Polk County, Iowa",459159,225935,233224,33524,302061,74656,22645,6891,3247,454372,16131,12526,28657,55972,24580,31392,240248,1158
19193,"Woodbury County, Iowa",102426,50605,51821,25699,65067,9676,3059,985,387,101475,5187,4076,9263,14084,6280,7804,51199,800
19097,"Jackson County, Iowa",19529,9711,9818,27672,13778,1566,552,112,39,19339,651,664,1315,2653,1139,1514,9274,83
19111,"Lee County, Iowa",35172,17813,17359,24408,24733,2693,641,226,46,34365,1316,1006,2322,5615,2526,3089,16084,256
19181,"Warren County, Iowa",48170,23532,24638,33013,31423,6565,1676,553,271,47582,1046,851,1897,3402,1418,1984,24730,34
19149,"Plymouth County, Iowa",24972,12302,12670,30686,16859,2604,528,111,49,24684,709,664,1373,2111,939,1172,12677,102
19041,"Clay County, Iowa",16478,8093,8385,28514,11488,1877,370,102,48,16224,480,444,924,1907,798,1109,8351,74
19055,"Delaware County, Iowa",17445,8710,8735,30768,11915,1178,451,85,80,17279,358,319,677,1645,783,862,9173,16
19185,"Wayne County, Iowa",6403,3109,3294,23367,4382,396,134,38,4,6300,349,455,804,924,406,518,2726,47
19163,"Scott County, Iowa",171116,84119,86997,30798,115182,23147,10309,2175,1130,169362,6186,4634,10820,20413,9073,11340,82187,392
